Latitude,Longitude,Magnitude,Year,Month,Day,Hour,Minute,BigEarthquake,CountryLong,CountryShort,CityLong,CityShort
-6.598,130.116999999999,6.1,1984,2,17,16,32,1,Indonesia,ID,6Q5GC428+RQ,6Q5GC428+RQ
8.147,123.762,6.6,1984,3,5,3,33,1,Philippines,PH,Northern Mindanao,Northern Mindanao
29.384,138.935,6.6,1984,3,6,2,17,1,7QXW9WMP+J2,7QXW9WMP+J2,7QXW9WMP+J2,7QXW9WMP+J2
40.32,63.35,7.0,1984,3,19,20,28,1,Uzbekistan,UZ,Bukhara Region,Bukhara Region
49.176,155.384999999999,6.0,1984,3,21,2,44,1,Russia,RU,8RXQ59GM+9X,8RXQ59GM+9X
44.11699999999991,148.192,6.1,1984,3,24,9,44,1,8RPC458R+QR,8RPC458R+QR,8RPC458R+QR,8RPC458R+QR
-4.647,145.805,6.6,1984,3,27,20,6,1,Papua New Guinea,PG,9R34+52,9R34+52
-15.9339999999999,-174.352,6.4,1984,4,18,6,49,1,Tonga,TO,52P73J8X+C5,52P73J8X+C5
50.11999999999991,148.745,6.0,1984,4,20,6,31,1,Russia,RU,9R2C4PCW+22,9R2C4PCW+22
47.45,146.692,6.0,1984,4,23,21,40,1,Russia,RU,8RV8CMXR+XR,8RV8CMXR+XR
30.9089999999999,138.431,6.1,1984,4,24,4,11,1,8Q2WWC5J+J9,8Q2WWC5J+J9,8Q2WWC5J+J9,8Q2WWC5J+J9
37.30969999999991,-121.6788,6.2,1984,4,24,21,15,1,United States,US,California,CA
-6.825,71.495,6.0,1984,4,26,10,11,1,British Indian Ocean Territory,IO,6J5H5FFW+X2,6J5H5FFW+X2
-30.305,-177.722,6.0,1984,5,8,3,37,1,42X4M7WH+26,42X4M7WH+26,42X4M7WH+26,42X4M7WH+26
-43.548,38.944,6.4,1984,5,26,3,58,1,4G8WFW2V+RH,4G8WFW2V+RH,4G8WFW2V+RH,4G8WFW2V+RH
-4.843,151.577,6.2,1984,5,30,7,49,1,Papua New Guinea,PG,5H4G+QQ,5H4G+QQ
-30.707,-71.179,6.3,1984,6,11,2,5,1,Chile,CL,Coquimbo,Coquimbo
-15.816,-174.830999999999,6.1,1984,6,15,14,22,1,Tonga,TO,52P755M9+HJ,52P755M9+HJ
-58.31799999999991,-15.786,6.2,1984,6,22,15,55,1,3CH6M6J7+QH,3CH6M6J7+QH,3CH6M6J7+QH,3CH6M6J7+QH
17.984,-69.33799999999991,6.0,1984,6,24,11,17,1,779GXMM6+HR,779GXMM6+HR,779GXMM6+HR,779GXMM6+HR
-6.056,154.424,6.0,1984,7,5,5,21,1,Papua New Guinea,PG,6R5PWCVF+JH,6R5PWCVF+JH
28.106,129.525,6.1,1984,7,19,23,25,1,Japan,JP,4G4F+9X,4G4F+9X
-0.086,122.517,6.2,1984,8,6,12,1,1,Indonesia,ID,6QF4WG78+JQ,6QF4WG78+JQ
32.386,131.944999999999,6.7,1984,8,6,19,6,1,8Q4H9WPV+9X,8Q4H9WPV+9X,8Q4H9WPV+9X,8Q4H9WPV+9X
-17.957,172.149,6.2,1984,8,31,15,42,1,5VJJ24VX+6J,5VJJ24VX+6J,5VJJ24VX+6J,5VJJ24VX+6J
40.503,-126.831,6.1,1984,9,10,3,14,1,84GMG539+5J,84GMG539+5J,84GMG539+5J,84GMG539+5J
40.50379999999991,-125.1303,6.6,1984,9,10,3,14,1,84GPGV39+GV,84GPGV39+GV,84GPGV39+GV,84GPGV39+GV
35.789,137.488,6.0,1984,9,13,23,48,1,Japan,JP,Nagano,Nagano
-32.1569999999999,-178.319999999999,6.4,1984,9,17,9,8,1,42V3RMVJ+62,42V3RMVJ+62,42V3RMVJ+62,42V3RMVJ+62
34.006,141.5,6.9,1984,9,18,17,2,1,8R632G42+C2,8R632G42+C2,8R632G42+C2,8R632G42+C2
-32.0399999999999,-178.405,6.3,1984,9,22,21,44,1,42V3XH6V+2X,42V3XH6V+2X,42V3XH6V+2X,42V3XH6V+2X
-25.849,-175.911,6.8,1984,9,28,0,3,1,5266532Q+9H,5266532Q+9H,5266532Q+9H,5266532Q+9H
-21.51,-177.795999999999,6.2,1984,9,28,3,3,1,52C4F6R3+2J,52C4F6R3+2J,52C4F6R3+2J,52C4F6R3+2J
-15.771,177.245,6.0,1984,10,13,5,32,1,5VPV66HW+H2,5VPV66HW+H2,5VPV66HW+H2,5VPV66HW+H2
15.0239999999999,-94.304,6.1,1984,10,13,17,18,1,76772MFW+J9,76772MFW+J9,76772MFW+J9,76772MFW+J9
-15.8599999999999,-173.643,7.1,1984,10,15,10,21,1,Tonga,TO,49R4+2Q,49R4+2Q
-24.0719999999999,-66.83199999999991,6.0,1984,10,20,17,59,1,Argentina,AR,Jujuy,Jujuy
1.623,126.291,6.0,1984,10,26,8,49,1,Indonesia,ID,6QH8J7FR+69,6QH8J7FR+69
39.155,71.328,6.0,1984,10,26,20,22,1,Tajikistan,TJ,Districts of Republican Subordination,Districts of Republican Subordination
-17.109,-174.075999999999,6.0,1984,10,30,1,5,1,Tonga,TO,52J7VWRF+CJ,52J7VWRF+CJ
8.185,-38.79399999999991,7.1,1984,11,1,4,48,1,69W356P4+2C,69W356P4+2C,69W356P4+2C,69W356P4+2C
-18.876,67.352,6.2,1984,11,6,7,58,1,5JH949F2+HR,5JH949F2+HR,5JH949F2+HR,5JH949F2+HR
-22.0219999999999,170.949999999999,6.3,1984,11,15,2,46,1,5V9GXWHX+6X,5V9GXWHX+6X,5V9GXWHX+6X,5V9GXWHX+6X
0.197,98.027,7.2,1984,11,17,6,49,1,Indonesia,ID,6MGW52WG+RQ,6MGW52WG+RQ
-18.785,-178.032,6.3,1984,11,17,13,45,1,Fiji,FJ,Lau,Lau
-18.404,-175.700999999999,6.1,1984,11,17,22,43,1,52H6H7WX+CJ,52H6H7WX+CJ,52H6H7WX+CJ,52H6H7WX+CJ
5.167,125.124,6.4,1984,11,20,8,15,1,Philippines,PH,6QQ7548F+RJ,6QQ7548F+RJ
-7.993,102.255,6.0,1984,11,23,4,45,1,6P442743+RX,6P442743+RX,6P442743+RX,6P442743+RX
-14.3119999999999,171.283999999999,6.0,1984,11,23,4,46,1,5VQHM7QM+6H,5VQHM7QM+6H,5VQHM7QM+6H,5VQHM7QM+6H
37.45969999999991,-118.6072,6.1,1984,11,23,18,8,1,United States,US,California,CA
20.3569999999999,-115.765,6.0,1984,12,2,6,9,1,75G6964M+QX,75G6964M+QX,75G6964M+QX,75G6964M+QX
44.212,148.138,6.4,1984,12,3,4,8,1,8RPC646Q+Q6,8RPC646Q+Q6,8RPC646Q+Q6,8RPC646Q+Q6
56.194,163.46,6.2,1984,12,28,10,37,1,Russia,RU,9V855FV5+JX,9V855FV5+JX
-36.662999999999904,177.512,6.8,1984,12,30,21,36,1,4VMV8GP6+RR,4VMV8GP6+RR,4VMV8GP6+RR,4VMV8GP6+RR
10.177,-80.027,6.1,1985,1,5,11,11,1,762X5XGF+Q5,762X5XGF+Q5,762X5XGF+Q5,762X5XGF+Q5
-29.3739999999999,-70.793,6.0,1985,1,18,15,0,1,Chile,CL,Coquimbo,Coquimbo
-0.953,128.507,6.7,1985,1,21,0,55,1,Indonesia,ID,2GW4+QR,2GW4+QR
-33.0529999999999,-68.4669999999999,6.0,1985,1,26,3,6,1,Argentina,AR,Mendoza Province,Mendoza Province
-46.08299999999991,165.092,6.1,1985,1,31,4,32,1,4V57W38R+RQ,4V57W38R+RQ,4V57W38R+RQ,4V57W38R+RQ
-10.254,161.126,6.2,1985,2,23,13,41,1,Solomon Islands,SB,5VX3P4WG+99,5VX3P4WG+99
-33.1349999999999,-71.87099999999991,7.8,1985,3,3,22,47,1,Chile,CL,V48H+2J,V48H+2J
-32.738,-71.215,6.4,1985,3,3,23,38,1,Chile,CL,Valparaíso,Valparaíso
-33.207,-71.6629999999999,6.0,1985,3,4,0,32,1,Chile,CL,Valparaíso,Valparaíso
-33.8419999999999,-71.24899999999991,6.0,1985,3,4,15,1,1,Chile,CL,Santiago Metropolitan Region,Santiago Metropolitan Region
66.2999999999999,-149.83,6.2,1985,3,9,14,8,1,United States,US,Alaska,AK
43.50999999999991,-127.561,6.1,1985,3,13,19,34,1,84MJGC5Q+XJ,84MJGC5Q+XJ,84MJGC5Q+XJ,84MJGC5Q+XJ
17.013,-62.448,6.3,1985,3,16,14,54,1,779V2H72+6Q,779V2H72+6Q,779V2H72+6Q,779V2H72+6Q
7.758,123.544,6.0,1985,3,18,19,49,1,Philippines,PH,QG5V+5H,QG5V+5H
-33.198,-71.653,6.6,1985,3,19,4,1,1,Chile,CL,Valparaíso,Valparaíso
-34.2539999999999,-72.185,6.0,1985,3,25,5,14,1,Chile,CL,47Q9PRW7+CX,47Q9PRW7+CX
40.31,140.361999999999,6.1,1985,3,28,16,7,1,Japan,JP,Akita,Akita
28.23,139.525,6.2,1985,4,3,20,21,1,7QWX6GJF+2X,7QWX6GJF+2X,7QWX6GJF+2X,7QWX6GJF+2X
-56.39,-122.309,6.1,1985,4,7,0,19,1,34MVJM5R+XC,34MVJM5R+XC,34MVJM5R+XC,34MVJM5R+XC
-34.131,-71.61799999999991,7.2,1985,4,9,1,56,1,Chile,CL,O'Higgins,O'Higgins
-9.24499999999999,114.185,6.2,1985,4,13,1,6,1,Indonesia,ID,6P2PQ53P+X2,6P2PQ53P+X2
1.622,126.411,6.7,1985,4,13,3,0,1,Indonesia,ID,6QH8JCC6+QC,6QH8JCC6+QC
15.3439999999999,120.61,6.3,1985,4,23,16,15,1,Philippines,PH,Central Luzon,Central Luzon
-39.728,-75.664,6.1,1985,4,28,8,30,1,47G678CP+Q9,47G678CP+Q9,47G678CP+Q9,47G678CP+Q9
-9.196,-71.23,6.1,1985,5,1,13,27,1,Brazil,BR,State of Acre,AC
-5.599,151.044999999999,7.1,1985,5,10,15,35,1,Papua New Guinea,PG,East New Britain Province,East New Britain Province
-10.6099999999999,41.423,6.0,1985,5,14,13,24,1,5HX39CRF+26,5HX39CRF+26,5HX39CRF+26,5HX39CRF+26
-10.5619999999999,41.42399999999991,6.4,1985,5,14,18,11,1,5HX3CCQF+6J,5HX3CCQF+6J,5HX3CCQF+6J,5HX3CCQF+6J
-56.637,-25.3299999999999,6.3,1985,5,15,20,12,1,39MP9M7C+52,39MP9M7C+52,39MP9M7C+52,39MP9M7C+52
53.61099999999991,160.526,6.1,1985,5,19,8,7,1,Russia,RU,9V52JG6G+99,9V52JG6G+99
13.175,-90.138,6.3,1985,6,3,2,45,1,765F5VF6+XR,765F5VF6+XR,765F5VF6+XR,765F5VF6+XR
-15.289,-173.515999999999,6.8,1985,6,3,12,6,1,52P8PF6M+9H,52P8PF6M+9H,52P8PF6M+9H,52P8PF6M+9H
4.873,127.480999999999,6.0,1985,6,4,3,56,1,6QP9VFFJ+69,6QP9VFFJ+69,6QP9VFFJ+69,6QP9VFFJ+69
-4.646,153.173,6.3,1985,6,5,23,4,1,Papua New Guinea,PG,953F+H6,953F+H6
0.932,-28.4319999999999,6.5,1985,6,6,2,40,1,69GHWHJ9+R6,69GHWHJ9+R6,69GHWHJ9+R6,69GHWHJ9+R6
-11.012,163.584,6.5,1985,6,23,13,1,1,Solomon Islands,SB,5VW5XHQM+5J,5VW5XHQM+5J
-10.9369999999999,163.759999999999,6.0,1985,6,23,19,49,1,Solomon Islands,SB,5VX53Q75+6X,5VX53Q75+6X
-4.439,152.828,7.2,1985,7,3,4,36,1,Papua New Guinea,PG,New Ireland Province,New Ireland Province
-17.2429999999999,167.834,6.4,1985,7,3,15,55,1,Vanuatu,VU,5VJ9QR4M+RJ,5VJ9QR4M+RJ
-59.73199999999991,149.798,6.1,1985,7,8,19,37,1,3RGF7Q9X+66,3RGF7Q9X+66,3RGF7Q9X+66,3RGF7Q9X+66
-6.291,148.782999999999,6.9,1985,7,22,9,26,1,Papua New Guinea,PG,6R5CPQ5M+J6,6R5CPQ5M+J6
-60.241,-26.8829999999999,6.4,1985,7,28,22,59,1,39FMQ458+HQ,39FMQ458+HQ,39FMQ458+HQ,39FMQ458+HQ
36.18999999999991,70.896,6.6,1985,7,29,7,54,1,Afghanistan,AF,Badakhshan,Badakhshan
36.17399999999991,70.78,6.5,1985,8,2,7,46,1,Afghanistan,AF,Badakhshan,Badakhshan
11.156,140.217,6.0,1985,8,11,0,19,1,7R325648+CQ,7R325648+CQ,7R325648+CQ,7R325648+CQ
37.771,141.773,6.0,1985,8,12,3,49,1,8R93QQCF+C6,8R93QQCF+C6,8R93QQCF+C6,8R93QQCF+C6
-9.159,-78.887,6.3,1985,8,21,11,26,1,6723R4R7+C5,6723R4R7+C5,6723R4R7+C5,6723R4R7+C5
39.43099999999991,75.224,7.3,1985,8,23,12,41,1,China,CN,Xinjiang,Xinjiang
-6.895,148.932999999999,6.1,1985,8,26,14,8,1,Papua New Guinea,PG,6R5C4W4M+25,6R5C4W4M+25
-21.0109999999999,-178.980999999999,6.2,1985,8,28,20,50,1,52C3X2Q9+JJ,52C3X2Q9+JJ,52C3X2Q9+JJ,52C3X2Q9+JJ
-6.394,149.733,6.3,1985,9,10,4,7,1,Papua New Guinea,PG,JP4M+96,JP4M+96
27.2079999999999,139.848,6.1,1985,9,10,6,39,1,7QVX6R5X+55,7QVX6R5X+55,7QVX6R5X+55,7QVX6R5X+55
-4.09,136.242999999999,6.3,1985,9,15,1,29,1,Indonesia,ID,Papua,Papua
17.974,-97.158,6.1,1985,9,15,7,57,1,Mexico,MX,Oaxaca,Oax.
-16.771,-173.88,6.1,1985,9,15,17,31,1,Tonga,TO,52M864HC+H2,52M864HC+H2
18.19,-102.533,8.1,1985,9,19,13,17,1,Mexico,MX,Michoacán,Mich.
17.802,-101.647,7.6,1985,9,21,1,37,1,Mexico,MX,Guerrero,Gro.
-34.6929999999999,-178.656,7.0,1985,9,26,7,27,1,42Q3884V+RH,42Q3884V+RH,42Q3884V+RH,42Q3884V+RH
-9.829,159.854,6.9,1985,9,27,3,39,1,Solomon Islands,SB,5VC3+CH,5VC3+CH
-22.1709999999999,-174.605999999999,6.2,1985,9,27,10,10,1,5297R9HV+JJ,5297R9HV+JJ,5297R9HV+JJ,5297R9HV+JJ
35.816,140.092999999999,6.2,1985,10,4,12,25,1,Japan,JP,Chiba,Chiba
62.237,-124.266,6.6,1985,10,5,15,24,1,Canada,CA,Northwest Territories,NT
-18.9609999999999,169.431999999999,6.2,1985,10,6,12,0,1,Vanuatu,VU,2CQJ+JR,2CQJ+JR
54.765,-159.613,6.2,1985,10,9,9,33,1,United States,US,Alaska,AK
-21.6559999999999,-176.382,6.4,1985,10,12,2,12,1,52C58JV9+H5,52C58JV9+H5,52C58JV9+H5,52C58JV9+H5
-11.109,125.159,6.0,1985,10,23,0,49,1,5QW7V5R5+CH,5QW7V5R5+CH,5QW7V5R5+CH,5QW7V5R5+CH
36.68099999999991,54.75,6.0,1985,10,29,13,13,1,Iran,IR,Golestan Province,Golestan Province
-9.569,150.989,6.7,1985,10,29,14,10,1,Papua New Guinea,PG,CXJQ+9J,CXJQ+9J
-35.2569999999999,-179.347,6.3,1985,11,7,19,12,1,42P2PMV3+66,42P2PMV3+66,42P2PMV3+66,42P2PMV3+66
-1.639,134.911,7.1,1985,11,17,9,40,1,Indonesia,ID,6QCP9W66+CC,6QCP9W66+CC
-5.933,149.429,6.0,1985,11,22,8,45,1,Papua New Guinea,PG,West New Britain Province,West New Britain Province
-14.0429999999999,166.24,7.0,1985,11,28,2,25,1,Vanuatu,VU,5VQ8X64R+Q2,5VQ8X64R+Q2
-13.987,166.185,7.1,1985,11,28,3,49,1,Vanuatu,VU,5VR8257P+62,5VR8257P+62
-14.073,166.251,6.7,1985,12,16,8,4,1,Vanuatu,VU,5VQ8W7G2+Q9,5VQ8W7G2+Q9
-13.9659999999999,166.515999999999,6.0,1985,12,21,1,13,1,Vanuatu,VU,5VR82GM8+H9,5VR82GM8+H9
62.222,-124.239,6.9,1985,12,23,5,16,1,Canada,CA,Northwest Territories,NT
-35.09,54.27199999999991,6.0,1985,12,24,4,9,1,4HPPW76C+2Q,4HPPW76C+2Q,4HPPW76C+2Q,4HPPW76C+2Q
-21.667,-178.532999999999,6.0,1985,12,25,22,15,1,52C38FM8+5R,52C38FM8+5R,52C38FM8+5R,52C38FM8+5R
-13.192,166.507,6.2,1985,12,28,15,41,1,Vanuatu,VU,RG54+5R,RG54+5R
-5.801,104.288,6.0,1985,12,28,23,10,1,Indonesia,ID,57XQ+H6,57XQ+H6
-21.369,170.327,6.0,1986,1,15,20,17,1,5VCGJ8JG+CQ,5VCGJ8JG+CQ,5VCGJ8JG+CQ,5VCGJ8JG+CQ
-21.277,170.102,6.6,1986,1,15,20,17,1,5VCGP4F2+5Q,5VCGP4F2+5Q,5VCGP4F2+5Q,5VCGP4F2+5Q
-10.199,161.006,6.0,1986,1,22,12,26,1,Solomon Islands,SB,5VX3R224+C9,5VX3R224+C9
27.791,139.551999999999,6.5,1986,2,3,20,47,1,7QVXQHR2+9R,7QVXQHR2+9R,7QVXQHR2+9R,7QVXQHR2+9R
36.384,141.127999999999,6.1,1986,2,12,2,59,1,8R8394MH+J5,8R8394MH+J5,8R8394MH+J5,8R8394MH+J5
40.368,51.555,6.2,1986,3,6,0,5,1,8HGH9H94+52,8HGH9H94+52,8HGH9H94+52,8HGH9H94+52
-4.99,151.71,6.0,1986,3,7,2,46,1,Papua New Guinea,PG,East New Britain Province,East New Britain Province
-7.059,155.616,6.0,1986,3,13,5,36,1,Solomon Islands,SB,WJR8+C9,WJR8+C9
-30.07,-176.559,6.1,1986,3,14,16,55,1,42X5WCHR+XC,42X5WCHR+XC,42X5WCHR+XC,42X5WCHR+XC
-18.9089999999999,-67.391,6.0,1986,3,15,11,29,1,Bolivia,BO,Oruro Department,Oruro Department
-7.946,-73.8599999999999,6.5,1986,4,8,18,2,1,Peru,PE,Ucayali,Ucayali
-13.923,166.830999999999,6.2,1986,4,14,0,25,1,Vanuatu,VU,5VR83RGJ+QC,5VR83RGJ+QC
-57.723999999999904,-24.373,6.3,1986,4,14,14,52,1,39JQ7JGG+CR,39JQ7JGG+CR,39JQ7JGG+CR,39JQ7JGG+CR
43.89,147.569999999999,6.3,1986,4,16,12,52,1,8RM9VHQ9+XX,8RM9VHQ9+XX,8RM9VHQ9+XX,8RM9VHQ9+XX
-2.394,139.309,6.1,1986,4,20,7,3,1,Indonesia,ID,Papua,Papua
18.404,-102.973,6.2,1986,4,30,7,7,1,Mexico,MX,Michoacán,Mich.
55.17199999999991,163.842999999999,6.0,1986,5,2,10,30,1,Russia,RU,9V755RCV+Q5,9V755RCV+Q5
51.384,-174.809,6.1,1986,5,7,20,43,1,United States,US,923795MR+JC,923795MR+JC
51.52,-174.776,7.7,1986,5,7,22,47,1,United States,US,9237G69F+XJ,9237G69F+XJ
51.33599999999991,-175.363,6.0,1986,5,8,5,37,1,United States,US,92368JPP+CR,92368JPP+CR
26.7429999999999,125.205,6.1,1986,5,11,1,24,1,7QR7P6V3+5X,7QR7P6V3+5X,7QR7P6V3+5X,7QR7P6V3+5X
24.125,121.619,6.1,1986,5,20,5,25,1,Taiwan,TW,Taiwan,Taiwan
43.68399999999991,148.416,6.1,1986,5,21,5,47,1,8RMCMCM8+H9,8RMCMCM8+H9,8RMCMCM8+H9,8RMCMCM8+H9
-21.8189999999999,-179.079,6.1,1986,5,26,18,40,1,52C25WJC+9C,52C25WJC+9C,52C25WJC+9C,52C25WJC+9C
-20.19,178.86,6.7,1986,5,26,19,6,1,5VFWRV66+22,5VFWRV66+22,5VFWRV66+22,5VFWRV66+22
43.26899999999991,146.491,6.0,1986,6,8,11,2,1,8RM87F9R+J9,8RM87F9R+J9,8RM87F9R+J9,8RM87F9R+J9
10.597,-62.92799999999991,6.0,1986,6,11,13,48,1,Venezuela,VE,Sucre,Sucre
-29.872,-176.543,6.0,1986,6,15,3,10,1,52254FH4+6R,52254FH4+6R,52254FH4+6R,52254FH4+6R
-22.0369999999999,-178.925,6.4,1986,6,16,10,48,1,5293X37G+52,5293X37G+52,5293X37G+52,5293X37G+52
5.644,125.259,6.2,1986,6,17,18,13,1,Philippines,PH,J7V5+JJ,J7V5+JJ
56.32999999999991,-152.91,6.0,1986,6,19,9,9,1,938983HR+X2,938983HR+X2,938983HR+X2,938983HR+X2
-30.9439999999999,-177.757,6.3,1986,6,19,23,18,1,42X4364V+95,42X4364V+95,42X4364V+95,42X4364V+95
34.7939999999999,140.595,6.3,1986,6,24,2,53,1,8R62QHVW+H2,8R62QHVW+H2,8R62QHVW+H2,8R62QHVW+H2
-4.448,143.943,7.1,1986,6,24,3,11,1,Papua New Guinea,PG,East Sepik Province,East Sepik Province
-20.0369999999999,-176.056,6.4,1986,6,28,5,3,1,52F5XW7V+5J,52F5XW7V+5J,52F5XW7V+5J,52F5XW7V+5J
-28.024,-177.956999999999,6.1,1986,6,29,11,57,1,5234X2GV+96,5234X2GV+96,5234X2GV+96,5234X2GV+96
-22.038,-179.533999999999,6.0,1986,7,2,4,16,1,5292XF68+RC,5292XF68+RC,5292XF68+RC,5292XF68+RC
10.3889999999999,56.832,6.4,1986,7,7,16,26,1,7H2R9RQJ+HQ,7H2R9RQJ+HQ,7H2R9RQJ+HQ,7H2R9RQJ+HQ
1.904,126.525,6.2,1986,7,9,23,10,1,Indonesia,ID,6QH8WG3F+HX,6QH8WG3F+HX
-19.5109999999999,169.164999999999,6.2,1986,7,16,12,41,1,Vanuatu,VU,F5Q7+JX,F5Q7+JX
37.537999999999904,-118.4428,6.4,1986,7,21,14,42,1,United States,US,California,CA
1.985,128.270999999999,6.1,1986,8,10,4,40,1,Indonesia,ID,Jalan Tanpa Nama,Jalan Tanpa Nama
1.795,126.519,7.2,1986,8,14,19,39,1,Indonesia,ID,6QH8QGW9+2J,6QH8QGW9+2J
2.161,127.113,6.0,1986,8,17,15,31,1,Indonesia,ID,6QJ95467+C5,6QJ95467+C5
-34.5489999999999,179.288,6.5,1986,8,23,23,47,1,4VQXF72Q+C6,4VQXF72Q+C6,4VQXF72Q+C6,4VQXF72Q+C6
37.723999999999904,101.496,6.2,1986,8,26,9,43,1,China,CN,Qinghai,Qinghai
45.54699999999991,26.3159999999999,6.9,1986,8,30,21,28,1,Romania,RO,Buzău County,BZ
-5.187,152.442,6.4,1986,9,11,0,18,1,Papua New Guinea,PG,6R6JRC7R+6R,6R6JRC7R+6R
56.2,-153.4,6.1,1986,9,12,23,57,1,United States,US,93885HXX+XX,93885HXX+XX
37.014,22.1759999999999,6.0,1986,9,13,17,24,1,Greece,GR,"Decentralized Administration of Peloponnese, Western Greece and the Ionian","Decentralized Administration of Peloponnese, Western Greece and the Ionian"
19.376,146.300999999999,6.7,1986,9,16,18,20,1,7RF898G2+C9,7RF898G2+C9,7RF898G2+C9,7RF898G2+C9
-5.03,153.616,6.2,1986,10,14,16,53,1,Papua New Guinea,PG,6R6MXJ98+X9,6R6MXJ98+X9
-5.272,131.431999999999,6.3,1986,10,17,7,32,1,Indonesia,ID,6Q6HPCHJ+5R,6Q6HPCHJ+5R
-28.117,-176.366999999999,8.1,1986,10,20,6,46,1,5235VJMM+66,5235VJMM+66,5235VJMM+66,5235VJMM+66
-11.037,165.204,6.5,1986,10,23,15,48,1,Solomon Islands,SB,5VW7X673+5H,5VW7X673+5H
-11.086,165.537,6.4,1986,10,23,16,23,1,Solomon Islands,SB,5VW7WG7P+JR,5VW7WG7P+JR
-5.629,153.875,6.3,1986,10,24,2,58,1,Papua New Guinea,PG,6R6M9VCF+9X,6R6M9VCF+9X
-21.702,-176.616,6.8,1986,10,30,1,28,1,52C579XM+6J,52C579XM+6J,52C579XM+6J,52C579XM+6J
-28.591,-176.407,6.3,1986,11,7,19,48,1,5235CH5V+J6,5235CH5V+J6,5235CH5V+J6,5235CH5V+J6
23.901,121.574,7.8,1986,11,14,21,20,1,Taiwan,TW,Taiwan,Taiwan
23.866,121.711,6.1,1986,11,14,23,4,1,Taiwan,TW,VP86+9C,VP86+9C
-3.342,-77.411,6.4,1986,11,23,1,39,1,Peru,PE,Loreto,Loreto
38.853,141.948,6.0,1986,11,30,20,15,1,8RC3VW3X+65,8RC3VW3X+65,8RC3VW3X+65,8RC3VW3X+65
-27.305,-176.401999999999,6.0,1986,12,1,12,30,1,5245MHWX+26,5245MHWX+26,5245MHWX+26,5245MHWX+26
-28.1009999999999,-176.736999999999,6.6,1986,12,21,1,10,1,5235V7X7+J6,5235V7X7+J6,5235V7X7+J6,5235V7X7+J6
-56.87899999999991,-48.75999999999991,6.0,1986,12,22,14,18,1,38MH46CR+92,38MH46CR+92,38MH46CR+92,38MH46CR+92
-38.77499999999991,78.69499999999991,6.1,1986,12,28,20,4,1,4JHW6MGV+2X,4JHW6MGV+2X,4JHW6MGV+2X,4JHW6MGV+2X
15.22,119.88,6.0,1986,12,29,15,49,1,Philippines,PH,6V9H+XX,6V9H+XX
-20.399,-174.071,6.1,1986,12,30,15,32,1,Tonga,TO,52F7JW2H+9J,52F7JW2H+9J
-14.9979999999999,167.929,6.0,1987,1,3,22,4,1,Vanuatu,VU,2W2H+QH,2W2H+QH
52.448,-169.381,6.7,1987,1,5,12,11,1,United States,US,924GCJX9+6H,924GCJX9+6H
39.895,141.676999999999,6.8,1987,1,9,6,14,1,Japan,JP,Iwate,Iwate
-19.469,-176.538,6.6,1987,1,9,8,1,1,52G5GFJ6+CR,52G5GFJ6+CR,52G5GFJ6+CR,52G5GFJ6+CR
42.56499999999991,142.849999999999,6.6,1987,1,14,11,3,1,Japan,JP,Hokkaido,Hokkaido
-60.063,-26.916,7.0,1987,1,30,22,29,1,39FMW3PM+RJ,39FMW3PM+RJ,39FMW3PM+RJ,39FMW3PM+RJ
36.988,141.688999999999,6.1,1987,2,6,13,16,1,8R83XMQQ+5H,8R83XMQQ+5H,8R83XMQQ+5H,8R83XMQQ+5H
-5.8,147.741999999999,6.1,1987,2,7,11,57,1,Papua New Guinea,PG,6R696P2R+2Q,6R696P2R+2Q
-6.088,147.688999999999,7.4,1987,2,8,18,33,1,Papua New Guinea,PG,WM6Q+RH,WM6Q+RH
-19.489,-177.455999999999,6.4,1987,2,10,0,59,1,52G4GG6V+9J,52G4GG6V+9J,52G4GG6V+9J,52G4GG6V+9J
-15.834,167.354999999999,6.4,1987,2,11,7,56,1,Vanuatu,VU,5984+92,5984+92
0.67,126.167,6.2,1987,2,13,7,18,1,Indonesia,ID,6QG8M5C8+2Q,6QG8M5C8+2Q
-32.7929999999999,-179.304,6.6,1987,2,17,6,16,1,42V26M4W+R9,42V26M4W+R9,42V26M4W+R9,42V26M4W+R9
51.298,-179.279,6.2,1987,2,18,0,0,1,United States,US,92327PXC+6C,92327PXC+6C
53.46999999999991,-167.291,6.2,1987,2,27,8,31,1,United States,US,Alaska,AK
-37.965,176.764999999999,6.6,1987,3,2,1,42,1,New Zealand,NZ,Bay of Plenty,Bay of Plenty
-45.70799999999991,96.212,6.2,1987,3,2,5,57,1,4M6R76R6+RQ,4M6R76R6+RQ,4M6R76R6+RQ,4M6R76R6+RQ
-24.388,-70.161,7.3,1987,3,5,9,17,1,Chile,CL,Antofagasta,Antofagasta
0.048,-77.653,6.1,1987,3,6,1,54,1,Ecuador,EC,Sucumbios,Sucumbios
0.151,-77.8209999999999,6.9,1987,3,6,4,10,1,Ecuador,EC,Sucumbios,Sucumbios
-23.7779999999999,-177.324999999999,6.0,1987,3,13,8,21,1,52846MCG+R2,52846MCG+R2,52846MCG+R2,52846MCG+R2
-6.446,147.603,6.1,1987,3,16,15,49,1,Papua New Guinea,PG,Morobe Province,Morobe Province
32.0339999999999,131.836999999999,6.7,1987,3,18,3,36,1,8Q4H2RMP+HQ,8Q4H2RMP+HQ,8Q4H2RMP+HQ,8Q4H2RMP+HQ
